"Hawaii County,  Hawaii","$           375,676","$        1,713","$        1,815","$        1,920"
"Anne Arundel County,  Maryland","$            375,376","$        1,712","$        1,814","$        1,918"
"Kitsap County,  Washington","$           374,961","$        1,710","$        1,812","$        1,916"
"Hood River County,  Oregon","$           373,316","$        1,702","$        1,804","$        1,908"
"Bristol County,  Rhode Island","$           370,301","$        1,689","$        1,789","$        1,892"
"Washington County,  Rhode Island","$            368,239","$        1,679","$        1,779","$        1,882"
"Stafford County,  Virginia","$           367,593","$        1,676","$        1,776","$        1,878"
"Alpine County,  California","$            367,098","$        1,674","$        1,774","$        1,876"
"Rappahannock County,  Virginia","$           366,839","$        1,673","$        1,772","$        1,875"
"Sitka City and Borough,  Alaska","$           364,381","$        1,662","$        1,760","$        1,862"
"Hinsdale County,  Colorado","$           363,424","$        1,657","$        1,756","$        1,857"
"Fredericksburg city,  Virginia","$           362,075","$        1,651","$        1,749","$        1,850"
"Garfield County,  Colorado","$           361,637","$        1,649","$        1,747","$        1,848"
"Middlesex County,  New Jersey","$            360,794","$        1,645","$        1,743","$        1,844"
"James City County,  Virginia","$           360,349","$        1,643","$        1,741","$        1,841"
"San Bernardino County,  California","$           359,487","$        1,639","$        1,737","$        1,837"
"Queen Anne's County,  Maryland","$            357,659","$        1,631","$        1,728","$        1,828"
"Albemarle County,  Virginia","$           357,599","$        1,631","$        1,728","$        1,827"
"Juneau City and Borough,  Alaska","$           356,281","$        1,625","$        1,721","$        1,821"
"Clark County,  Washington","$           355,160","$        1,620","$        1,716","$        1,815"
"Frederick County,  Maryland","$            354,540","$        1,617","$        1,713","$        1,812"
"Collin County,  Texas","$           354,363","$        1,616","$        1,712","$        1,811"
"Douglas County,  Nevada","$           354,032","$        1,614","$        1,710","$        1,809"
"Passaic County,  New Jersey","$           353,805","$        1,613","$        1,709","$        1,808"
"Bucks County,  Pennsylvania","$           353,790","$        1,613","$        1,709","$        1,808"
"Charleston County,  South Carolina","$            353,561","$        1,612","$        1,708","$        1,807"
"Clarke County,  Virginia","$           353,479","$        1,612","$        1,708","$        1,806"
"Clear Creek County,  Colorado","$           353,111","$        1,610","$        1,706","$        1,804"
"Morgan County,  Utah","$           352,775","$        1,609","$        1,704","$        1,803"
"Rockingham County,  New Hampshire","$           352,626","$        1,608","$        1,704","$        1,802"
"Goochland County,  Virginia","$           351,825","$        1,604","$        1,700","$        1,798"
"Carroll County,  Maryland","$            350,885","$        1,600","$        1,695","$        1,793"
"Chaffee County,  Colorado","$            349,799","$        1,595","$        1,690","$        1,788"
"Travis County,  Texas","$            347,488","$        1,585","$        1,679","$        1,776"
"Humboldt County,  California","$           347,237","$        1,583","$        1,678","$        1,774"
"Carver County,  Minnesota","$            344,435","$        1,571","$        1,664","$        1,760"
"Talbot County,  Maryland","$            344,112","$        1,569","$        1,663","$        1,758"
"Skagit County,  Washington","$            343,892","$        1,568","$        1,661","$        1,757"
"Adams County,  Colorado","$            343,531","$        1,567","$        1,660","$        1,755"
"Fulton County,  Georgia","$            343,072","$        1,564","$        1,658","$        1,753"
"Montgomery County,  Pennsylvania","$           342,094","$        1,560","$        1,653","$        1,748"
"York County,  Virginia","$            340,745","$        1,554","$        1,646","$        1,741"
"Jefferson County,  Washington","$            339,918","$        1,550","$        1,642","$        1,737"
"Salt Lake County,  Utah","$            339,715","$        1,549","$        1,641","$        1,736"
"Pierce County,  Washington","$            339,291","$        1,547","$        1,639","$        1,734"
"Charles County,  Maryland","$           337,455","$        1,539","$        1,630","$        1,724"
"Utah County,  Utah","$           336,785","$        1,536","$        1,627","$        1,721"
"Gilpin County,  Colorado","$           336,068","$        1,533","$        1,624","$        1,717"
"Chelan County,  Washington","$            334,498","$        1,525","$        1,616","$        1,709"
"Weld County,  Colorado","$            333,103","$        1,519","$        1,609","$        1,702"
"Yamhill County,  Oregon","$           333,044","$        1,519","$        1,609","$        1,702"
"Mono County,  California","$            332,822","$        1,518","$        1,608","$        1,701"
"St. Johns County,  Florida","$            330,940","$        1,509","$        1,599","$        1,691"
"Delaware County,  Ohio","$            329,070","$        1,501","$        1,590","$        1,682"
"Poquoson city,  Virginia","$           328,609","$        1,499","$        1,588","$        1,679"
"Bristol County,  Massachusetts","$            327,444","$        1,493","$        1,582","$        1,673"
"Manassas city,  Virginia","$            325,782","$        1,486","$        1,574","$        1,665"
"Beaufort County,  South Carolina","$            325,289","$        1,483","$        1,572","$        1,662"
"DuPage County,  Illinois","$           324,941","$        1,482","$        1,570","$        1,660"
"Thurston County,  Washington","$            324,122","$        1,478","$        1,566","$        1,656"
"Stanislaus County,  California","$           322,712","$        1,472","$        1,559","$        1,649"
"Anchorage Municipality,  Alaska","$            321,206","$        1,465","$        1,552","$        1,641"
"Teton County,  Idaho","$           320,935","$        1,464","$        1,551","$        1,640"
"Davis County,  Utah","$            320,787","$        1,463","$        1,550","$        1,639"
"Kendall County,  Texas","$            320,714","$        1,463","$        1,549","$        1,639"
"Jackson County,  Oregon","$            320,426","$        1,461","$        1,548","$        1,637"
"Scott County,  Minnesota","$            320,090","$        1,460","$        1,546","$        1,636"
"Santa Fe County,  New Mexico","$            318,544","$        1,453","$        1,539","$        1,628"
"Williamsburg city,  Virginia","$            318,443","$        1,452","$        1,539","$        1,627"
"Grand County,  Colorado","$            318,303","$        1,452","$        1,538","$        1,627"
"Prince George's County,  Maryland","$           318,036","$        1,450","$        1,537","$        1,625"
"Miami-Dade County,  Florida","$           317,347","$        1,447","$        1,533","$        1,622"
"Missoula County,  Montana","$           317,097","$        1,446","$        1,532","$        1,620"
"Washington County,  Minnesota","$            315,068","$        1,437","$        1,522","$        1,610"
"Fayette County,  Georgia","$            314,390","$        1,434","$        1,519","$        1,607"
"Martin County,  Florida","$            313,672","$        1,430","$        1,515","$        1,603"
"Hanover County,  Virginia","$            313,067","$        1,428","$        1,513","$        1,600"
"Washington County,  Utah","$            311,958","$        1,423","$        1,507","$        1,594"
"Palm Beach County,  Florida","$           311,619","$        1,421","$        1,506","$        1,592"
"Mineral County,  Colorado","$           311,602","$        1,421","$        1,505","$        1,592"
"St. Mary's County,  Maryland","$            310,049","$        1,414","$        1,498","$        1,584"
"Chittenden County,  Vermont","$           309,038","$        1,409","$        1,493","$        1,579"
"Oldham County,  Kentucky","$            308,928","$        1,409","$        1,493","$        1,579"
"Orange County,  North Carolina","$           308,107","$        1,405","$        1,489","$        1,574"
"El Paso County,  Colorado","$           307,975","$        1,404","$        1,488","$        1,574"
"Sutter County,  California","$           307,563","$        1,403","$        1,486","$        1,572"
"Denton County,  Texas","$           307,370","$        1,402","$        1,485","$        1,571"
"Ada County,  Idaho","$           306,780","$        1,399","$        1,482","$        1,568"
"Archuleta County,  Colorado","$            306,018","$        1,395","$        1,478","$        1,564"
"Trinity County,  California","$           305,915","$        1,395","$        1,478","$        1,563"
"Josephine County,  Oregon","$            305,780","$        1,394","$        1,477","$        1,563"
"Chatham County,  North Carolina","$           305,573","$        1,393","$        1,476","$        1,562"
"Dare County,  North Carolina","$           304,980","$        1,391","$        1,473","$        1,558"
"Kootenai County,  Idaho","$           304,918","$        1,390","$        1,473","$        1,558"
"Harford County,  Maryland","$            304,823","$        1,390","$        1,473","$        1,558"
"Worcester County,  Massachusetts","$            304,539","$        1,389","$        1,471","$        1,556"
"Comal County,  Texas","$           304,123","$        1,387","$        1,469","$        1,554"
"Mercer County,  New Jersey","$            303,427","$        1,384","$        1,466","$        1,551"
"Spotsylvania County,  Virginia","$           303,391","$        1,384","$        1,466","$        1,550"
"Cape May County,  New Jersey","$            302,192","$        1,378","$        1,460","$        1,544"
"Hillsborough County,  New Hampshire","$            301,976","$        1,377","$        1,459","$        1,543"
"King George County,  Virginia","$            301,062","$        1,373","$        1,455","$        1,538"
"San Juan County,  Colorado","$           300,880","$        1,372","$        1,454","$        1,538"
"Clark County,  Nevada","$           300,249","$        1,369","$        1,451","$        1,534"
"Hennepin County,  Minnesota","$            300,111","$        1,369","$        1,450","$        1,534"
"Waukesha County,  Wisconsin","$            299,056","$        1,364","$        1,445","$        1,528"
"Wake County,  North Carolina","$            298,303","$        1,360","$        1,441","$        1,524"
"Amador County,  California","$            297,479","$        1,357","$        1,437","$        1,520"
"Coconino County,  Arizona","$            297,468","$        1,357","$        1,437","$        1,520"
"Flathead County,  Montana","$           296,397","$        1,352","$        1,432","$        1,515"
"Ocean County,  New Jersey","$            296,091","$        1,350","$        1,431","$        1,513"
"Teller County,  Colorado","$            295,633","$        1,348","$        1,428","$        1,511"
"Charlottesville city,  Virginia","$            295,482","$        1,347","$        1,428","$        1,510"
"Williamson County,  Texas","$           294,619","$        1,344","$        1,423","$        1,506"
"Cumberland County,  Maine","$           294,008","$        1,341","$        1,420","$        1,502"
"Polk County,  Oregon","$            292,846","$        1,335","$        1,415","$        1,496"
"Virginia Beach city,  Virginia","$           292,823","$        1,335","$        1,415","$        1,496"
"Yavapai County,  Arizona","$            292,818","$        1,335","$        1,415","$        1,496"
"Los Alamos County,  New Mexico","$            292,513","$        1,334","$        1,413","$        1,495"
"Hamilton County,  Indiana","$            292,191","$        1,332","$        1,412","$        1,493"
"Park County,  Colorado","$           292,180","$        1,332","$        1,412","$        1,493"
"Tuolumne County,  California","$            292,034","$        1,332","$        1,411","$        1,492"
"Calaveras County,  California","$            291,927","$        1,331","$        1,410","$        1,492"
"Rockwall County,  Texas","$            291,816","$        1,331","$        1,410","$        1,491"
"Dakota County,  Minnesota","$           290,395","$        1,324","$        1,403","$        1,484"
"Butte County,  California","$           290,347","$        1,324","$        1,403","$        1,484"
"Gillespie County,  Texas","$           289,898","$        1,322","$        1,401","$        1,481"
"Lane County,  Oregon","$           289,823","$        1,322","$        1,400","$        1,481"
"Middlesex County,  Connecticut","$            289,380","$        1,320","$        1,398","$        1,479"
"Wilson County,  Tennessee","$            289,348","$        1,319","$        1,398","$        1,479"
"Jefferson County,  Montana","$            289,275","$        1,319","$        1,398","$        1,478"
"Grand Isle County,  Vermont","$            288,948","$        1,318","$        1,396","$        1,477"
"Broward County,  Florida","$           287,165","$        1,310","$        1,387","$        1,467"
"Kittitas County,  Washington","$            287,030","$        1,309","$        1,387","$        1,467"
"Clallam County,  Washington","$            286,470","$        1,306","$        1,384","$        1,464"
"Dane County,  Wisconsin","$            285,708","$        1,303","$        1,380","$        1,460"
"Washtenaw County,  Michigan","$            285,608","$        1,302","$        1,380","$        1,459"
"Maricopa County,  Arizona","$           285,478","$        1,302","$        1,379","$        1,459"
"Oconee County,  Georgia","$           285,404","$        1,301","$        1,379","$        1,458"
"Cobb County,  Georgia","$           284,923","$        1,299","$        1,377","$        1,456"
"Merced County,  California","$            284,742","$        1,298","$        1,376","$        1,455"
"Sussex County,  New Jersey","$            284,336","$        1,297","$        1,374","$        1,453"
"Northumberland County,  Virginia","$           284,285","$        1,296","$        1,373","$        1,453"
"Fort Bend County,  Texas","$           284,136","$        1,296","$        1,373","$        1,452"
"Valley County,  Idaho","$           283,955","$        1,295","$        1,372","$        1,451"
"Powhatan County,  Virginia","$            283,757","$        1,294","$        1,371","$        1,450"
"Cherokee County,  Georgia","$           281,337","$        1,283","$        1,359","$        1,438"
"Johnson County,  Kansas","$            280,489","$        1,279","$        1,355","$        1,433"
"Sumter County,  Florida","$            280,414","$        1,279","$        1,355","$        1,433"
"Chesapeake city,  Virginia","$            280,272","$        1,278","$        1,354","$        1,432"
"Yuba County,  California","$            279,603","$        1,275","$        1,351","$        1,429"
"Manassas Park city,  Virginia","$           279,409","$        1,274","$        1,350","$        1,428"
"Clatsop County,  Oregon","$            279,272","$        1,274","$        1,349","$        1,427"
"Livingston County,  Michigan","$            278,927","$        1,272","$        1,348","$        1,425"
"Geauga County,  Ohio","$            278,318","$        1,269","$        1,345","$        1,422"
"Davidson County,  Tennessee","$           278,228","$        1,269","$        1,344","$        1,422"
"Kodiak Island Borough,  Alaska","$           277,984","$        1,268","$        1,343","$        1,421"
"Custer County,  Colorado","$            277,315","$        1,265","$        1,340","$        1,417"
"Mariposa County,  California","$           277,085","$        1,264","$        1,339","$        1,416"
"Sublette County,  Wyoming","$            276,718","$        1,262","$        1,337","$        1,414"
"New Castle County,  Delaware","$            276,686","$        1,262","$        1,337","$        1,414"
"Madison County,  Montana","$           276,345","$        1,260","$        1,335","$        1,412"
"Lake County,  Illinois","$            276,326","$        1,260","$        1,335","$        1,412"
"Ketchikan Gateway Borough,  Alaska","$           275,908","$        1,258","$        1,333","$        1,410"
"New Kent County,  Virginia","$           275,490","$        1,256","$        1,331","$        1,408"
"Marion County,  Oregon","$           275,126","$        1,255","$        1,329","$        1,406"
"Sarasota County,  Florida","$            274,763","$        1,253","$        1,327","$        1,404"
"Culpeper County,  Virginia","$            272,521","$        1,243","$        1,317","$        1,393"
"St. Croix County,  Wisconsin","$            271,290","$        1,237","$        1,311","$        1,386"
"Baltimore County,  Maryland","$            270,641","$        1,234","$        1,308","$        1,383"
"Oakland County,  Michigan","$            270,172","$        1,232","$        1,305","$        1,381"
"Fresno County,  California","$            270,043","$        1,231","$        1,305","$        1,380"
"Burleigh County,  North Dakota","$            269,916","$        1,231","$        1,304","$        1,379"
"Saratoga County,  New York","$           269,852","$        1,231","$        1,304","$        1,379"
"Leelanau County,  Michigan","$            268,902","$        1,226","$        1,299","$        1,374"
"Madera County,  California","$            268,724","$        1,225","$        1,298","$        1,373"
"Benton County,  Washington","$            268,153","$        1,223","$        1,296","$        1,370"
"Skamania County,  Washington","$           268,097","$        1,223","$        1,295","$        1,370"
"Lewis and Clark County,  Montana","$            267,579","$        1,220","$        1,293","$        1,367"
"Sherburne County,  Minnesota","$            267,469","$        1,220","$        1,292","$        1,367"
"Litchfield County,  Connecticut","$            267,324","$        1,219","$        1,292","$        1,366"
"York County,  Maine","$            266,694","$        1,216","$        1,289","$        1,363"
"Johnson County,  Wyoming","$           266,686","$        1,216","$        1,288","$        1,363"
"Shasta County,  California","$           266,014","$        1,213","$        1,285","$        1,359"
"Worcester County,  Maryland","$            265,862","$        1,212","$        1,284","$        1,359"
"Delaware County,  Pennsylvania","$            265,207","$        1,209","$        1,281","$        1,355"
"Sumner County,  Tennessee","$            265,106","$        1,209","$        1,281","$        1,355"
"Buncombe County,  North Carolina","$            264,986","$        1,208","$        1,280","$        1,354"
"Strafford County,  New Hampshire","$           264,981","$        1,208","$        1,280","$        1,354"
"Burlington County,  New Jersey","$           264,665","$        1,207","$        1,279","$        1,352"
"Douglas County,  Washington","$            264,345","$        1,205","$        1,277","$        1,351"
"New Hanover County,  North Carolina","$           263,828","$        1,203","$        1,275","$        1,348"
"Seminole County,  Florida","$           263,198","$        1,200","$        1,272","$        1,345"
"Madison County,  Virginia","$           262,393","$        1,197","$        1,268","$        1,341"
"Valdez-Cordova Census Area,  Alaska","$            261,889","$        1,194","$        1,265","$        1,338"
"Suffolk city,  Virginia","$           261,393","$        1,192","$        1,263","$        1,336"
"Orange County,  Florida","$           260,971","$        1,190","$        1,261","$        1,334"
"Cook County,  Illinois","$            260,542","$        1,188","$        1,259","$        1,331"
"Nassau County,  Florida","$           260,215","$        1,187","$        1,257","$        1,330"
"Cook County,  Minnesota","$            260,022","$        1,186","$        1,256","$        1,329"
"Inyo County,  California","$           259,574","$        1,184","$        1,254","$        1,326"
"Isle of Wight County,  Virginia","$           258,385","$        1,178","$        1,248","$        1,320"
"Dallas County,  Iowa","$            258,355","$        1,178","$        1,248","$        1,320"
"Lexington city,  Virginia","$            258,302","$        1,178","$        1,248","$        1,320"
"Chesterfield County,  Virginia","$            258,205","$        1,177","$        1,247","$        1,319"
"Park County,  Montana","$           258,156","$        1,177","$        1,247","$        1,319"
"Greene County,  Virginia","$           257,935","$        1,176","$        1,246","$        1,318"
"Watauga County,  North Carolina","$           257,575","$        1,175","$        1,244","$        1,316"
"Mecklenburg County,  North Carolina","$           257,495","$        1,174","$        1,244","$        1,316"
"Tillamook County,  Oregon","$            256,833","$        1,171","$        1,241","$        1,312"
"Henrico County,  Virginia","$            256,595","$        1,170","$        1,240","$        1,311"
"Union County,  North Carolina","$           255,516","$        1,165","$        1,234","$        1,306"
"Matanuska-Susitna Borough,  Alaska","$           254,958","$        1,163","$        1,232","$        1,303"
"Middlesex County,  Virginia","$            254,107","$        1,159","$        1,228","$        1,299"
"Manatee County,  Florida","$           254,020","$        1,158","$        1,227","$        1,298"
"Cecil County,  Maryland","$            253,944","$        1,158","$        1,227","$        1,298"
"Hays County,  Texas","$           253,426","$        1,156","$        1,224","$        1,295"
"Montgomery County,  Texas","$           253,354","$        1,155","$        1,224","$        1,295"
"Grand County,  Utah","$           253,097","$        1,154","$        1,223","$        1,293"
"Carson City,  Nevada","$           252,856","$        1,153","$        1,222","$        1,292"
"Mesa County,  Colorado","$            252,653","$        1,152","$        1,221","$        1,291"
"Haines Borough,  Alaska","$            252,439","$        1,151","$        1,220","$        1,290"
"Ramsey County,  Minnesota","$            252,295","$        1,151","$        1,219","$        1,289"
"Spokane County,  Washington","$           252,290","$        1,150","$        1,219","$        1,289"
"Tooele County,  Utah","$           252,225","$        1,150","$        1,219","$        1,289"
"Sheridan County,  Wyoming","$           251,742","$        1,148","$        1,216","$        1,286"
"Kendall County,  Illinois","$            251,703","$        1,148","$        1,216","$        1,286"
"Montgomery County,  Virginia","$           251,623","$        1,147","$        1,216","$        1,286"
"New Haven County,  Connecticut","$            251,601","$        1,147","$        1,216","$        1,286"
"Kent County,  Rhode Island","$            251,171","$        1,145","$        1,214","$        1,284"
"Anoka County,  Minnesota","$            250,984","$        1,145","$        1,213","$        1,283"
"Tolland County,  Connecticut","$            250,686","$        1,143","$        1,211","$        1,281"
"Weber County,  Utah","$            250,686","$        1,143","$        1,211","$        1,281"
"Lincoln County,  Oregon","$            250,454","$        1,142","$        1,210","$        1,280"
"Richmond city,  Virginia","$            250,368","$        1,142","$        1,210","$        1,279"
"Kent County,  Maryland","$           250,359","$        1,142","$        1,210","$        1,279"
"Providence County,  Rhode Island","$            250,303","$        1,141","$        1,209","$        1,279"
"Durham County,  North Carolina","$            250,275","$        1,141","$        1,209","$        1,279"
"Moore County,  North Carolina","$           250,191","$        1,141","$        1,209","$        1,279"
"Wright County,  Minnesota","$            249,893","$        1,140","$        1,207","$        1,277"
"Kane County,  Illinois","$           249,599","$        1,138","$        1,206","$        1,275"
"Ulster County,  New York","$            249,371","$        1,137","$        1,205","$        1,274"
"Washington County,  Wisconsin","$            248,821","$        1,135","$        1,202","$        1,271"
"Merrimack County,  New Hampshire","$            248,040","$        1,131","$        1,198","$        1,268"
"Hartford County,  Connecticut","$            248,011","$        1,131","$        1,198","$        1,267"
"Aleutians West Census Area,  Alaska","$            247,974","$        1,131","$        1,198","$        1,267"
"Blanco County,  Texas","$            247,901","$        1,130","$        1,198","$        1,267"
"Addison County,  Vermont","$            247,640","$        1,129","$        1,196","$        1,265"
"Sweet Grass County,  Montana","$           247,527","$        1,129","$        1,196","$        1,265"
"Park County,  Wyoming","$            246,831","$        1,126","$        1,193","$        1,261"
"Stillwater County,  Montana","$            246,760","$        1,125","$        1,192","$        1,261"
"Walton County,  Florida","$            246,743","$        1,125","$        1,192","$        1,261"
"Gwinnett County,  Georgia","$            246,492","$        1,124","$        1,191","$        1,260"
"Nelson County,  Virginia","$           246,128","$        1,122","$        1,189","$        1,258"
"Lake County,  Montana","$            245,555","$        1,120","$        1,186","$        1,255"
"Warren County,  Virginia","$           245,133","$        1,118","$        1,184","$        1,253"
"Bonner County,  Idaho","$           245,104","$        1,118","$        1,184","$        1,253"
"Klickitat County,  Washington","$           245,099","$        1,118","$        1,184","$        1,252"
"Plumas County,  California","$            244,411","$        1,115","$        1,181","$        1,249"
"Fairbanks North Star Borough,  Alaska","$           243,867","$        1,112","$        1,178","$        1,246"
"Carroll County,  New Hampshire","$            243,862","$        1,112","$        1,178","$        1,246"
"Kenai Peninsula Borough,  Alaska","$            243,613","$        1,111","$        1,177","$        1,245"
